station,model,limit_mode,target,step,rmse,mae,mape,r2
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,1,9.114110314570446,5.76172641071869,1165504543.0065799,0.9743727166474467
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,2,14.624919448876193,9.407301109930968,2624413582.754073,0.9340126064250406
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,3,18.678458097924814,12.30742913616058,3845997929.8069687,0.8923325661001059
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,4,21.98699796061702,14.773628741072004,5516678780.020499,0.8508118976932673
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,5,24.866606948342252,16.91407716512971,6511874871.906835,0.8091749534515773
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,6,27.336010193554326,18.919082631844827,8490543683.436627,0.7693929538609443
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,7,29.554905874670407,20.70696150298925,9638769834.767132,0.730436256706549
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,8,31.59045989651858,22.45624239471928,11012562174.264894,0.6919496957424585
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,9,33.31081295579111,23.841560172216898,11988542211.518064,0.6574845163302817
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,10,34.90760240541162,25.259465190978794,13643121045.467209,0.6238597692251955
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,11,36.174106688601356,26.331510322028933,14896403295.277712,0.5960706827951553
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,12,37.55479880974835,27.751735207360724,17303860898.715816,0.5646479191593646
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,13,38.692459027283405,28.816352727475024,17789181254.988117,0.5377828352398302
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,14,39.74502645716691,29.771051737151655,18535319254.219757,0.5122930018600546
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,15,40.65681729182308,30.581260751003505,19263059692.32145,0.4896593497217614
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,16,41.73549494048049,31.77639363086509,21946403415.534397,0.462220128743315
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,17,42.68639912690475,32.43823229903614,21522180694.287273,0.4374353379401028
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,18,43.346898209670044,33.20022282114744,23671312273.60846,0.4198439248062532
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,19,44.326530615627924,33.91042421134488,23581668508.82528,0.39332475481239293
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,20,45.096923172164615,34.546648842944286,23499746599.19612,0.37205353918648565
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,21,45.75312455692056,35.09559448088866,24817446975.357796,0.353646196617184
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,22,46.733024749063475,35.76275755581195,24781890050.02342,0.32566364373806034
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,23,47.60978717115723,36.46399260082578,25480588747.246613,0.3001746594024216
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,24,48.00783810527176,36.88964393900912,27823985395.53011,0.28842368757658654
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,25,48.777129117165735,37.30453040112121,27519595118.42528,0.26543597545784303
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,26,49.15326613873615,37.56353049502921,28969104144.03966,0.25406334905115024
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,27,49.95854131611787,37.96159913047422,29312419864.043266,0.2294218631571997
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,28,50.475512054181,38.21712605665667,30009248181.594,0.2133651520757205
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,29,51.562074630371875,38.845178766054765,30501583429.765266,0.17913359641080795
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,30,53.1384612156297,39.7327749860346,30929144570.70629,0.12817430860472923
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,31,52.79866208530803,39.762937145937904,32714891686.32662,0.13928860958688105
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,32,53.84302074185201,40.293985674022046,32881026371.435696,0.1049020777730264
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,33,54.735642612747704,40.76982884125204,32859866916.17875,0.07476893802752727
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,34,54.456334613059035,40.82991238084471,34704586461.55426,0.08418748410692345
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,35,53.80808994263844,40.51295734700065,35820202619.66137,0.10586125553120063
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,36,53.789830479635114,40.774256886184816,37557056426.79506,0.10646799415327368
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,37,54.526572463466216,41.03669600920149,36917835818.369415,0.081823528251588
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,38,54.8089756198183,41.258653303228705,37820008707.43363,0.07238625667801257
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,39,55.1672153203672,41.59836768213283,38561122777.46899,0.06022058222045368
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,40,56.056055323571385,42.16965196694876,39323230756.28116,0.02969365732758933
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,41,55.67263488309703,41.98711713864311,39903582004.80641,0.04292194934238369
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,42,57.093799080284306,42.825026043242254,40296398450.33446,-0.006564683981326036
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,43,58.12497418450691,43.575532906243055,41676878323.53219,-0.043549989810011125
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,44,57.31704787525507,43.34186298605586,43901545778.4709,-0.014741307923267
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,45,57.78151959301051,43.672955536763546,44195017041.11076,-0.03125396283562165
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,46,57.28787576770286,43.463375163773414,45669550320.120605,-0.013708644500765477
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,47,58.60589479834489,44.358466630235554,46251155917.35807,-0.0608898991898017
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,48,59.09870070035495,44.622566475998575,46068116446.86006,-0.07896149708517042
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,49,59.29353178664421,44.76479844916655,46490488039.375595,-0.08608726286508483
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,50,59.0265684982622,44.81714010279601,47522195463.93413,-0.07632927769943643
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,51,58.65281197881338,44.61418176972228,47943621882.680984,-0.0627417878873775
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,52,58.20004568342469,44.4889344558059,49251141251.57292,-0.046397593881816857
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,53,59.98171414509444,45.527179389176794,49535111852.654495,-0.11147365781027041
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,54,58.25915273514877,44.76876277328112,51500677613.90837,-0.04855147974504481
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,55,58.7073774848323,45.06733557760879,51716344834.53975,-0.06474789373054213
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,56,60.185923881019825,45.92524980366775,52183999255.00804,-0.11905463862110222
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,57,59.947089591645565,45.943547733478056,53084047244.102844,-0.11019082779915035
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,58,58.74016573157948,45.306703783001545,54169305999.06502,-0.06582245481767224
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,59,58.32559633706851,45.033406121903035,54834162303.41524,-0.05083107302896406
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,60,60.00216628564492,46.30695204207949,56021024327.97188,-0.11211165216471253
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,61,60.189507789285855,46.5612341274894,56732219816.44247,-0.11906706506630305
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,62,59.22731689142503,45.93244073025049,57892449208.993324,-0.08357418071762135
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,63,59.54829141538361,46.101638438195074,58206737123.72874,-0.09518990591934906
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,64,58.66922957899939,45.41594748328655,58345106217.94249,-0.06309381834687722
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,65,58.47191381466182,45.37664241990733,59844617951.73959,-0.055955070121415984
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,66,57.37505145785048,44.578187490525416,59321991153.97347,-0.016709773491551116
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,67,57.0540708313281,44.42090739800914,61113197145.696785,-0.0053657737101504566
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,68,56.66779194598557,44.0822045935873,61496419582.98316,0.00825343961000835
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,69,56.19087670676805,43.74671013711603,62395500606.57631,0.024876242081396716
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,70,55.684634844090596,43.39960280471114,63043325285.11046,0.042367506736608496
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,71,56.25122240797276,43.710139987579694,63142929531.032906,0.022780666138595307
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,72,56.09476894236848,43.334777383625934,63362540578.246376,0.028209054240699527
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,73,55.98405929111602,43.10755511061948,62652212305.50241,0.03209878319224857
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,74,56.15462905513556,43.10337749296961,63321598541.16795,0.026191880911892507
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,75,55.74265843036317,42.809601900096155,63736022782.228294,0.04042788403676589
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,76,55.94528403360089,42.765850616728855,63953690332.019356,0.03343907978090832
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,77,55.516082944575224,42.41300150944451,64258268259.19007,0.048212717531085025
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,78,54.89440094594135,42.03227444488016,63725511949.70332,0.06946183407755502
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,79,55.32768230298354,42.32172615226127,64040358045.17765,0.05471439168801484
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,80,54.246638908896216,41.49031688674652,61908781623.872826,0.09129323822878455
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,81,54.37281861621151,41.653318680708864,63592374535.6709,0.08706095001053549
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,82,54.502152935031944,41.44847531853386,62156343958.72127,0.08271264575155679
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,83,54.07406921243094,41.126050042831,60739277715.67052,0.09706474270449617
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,84,54.072316455533965,41.07826180595263,61712203176.90436,0.09712327724325676
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,85,54.46933326398637,41.140074075067055,60293868524.84038,0.08381616505758349
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,86,53.644042430491425,40.7249241135966,61112331867.068436,0.11136891530312021
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,87,54.203217267753175,41.07272294837131,62645189003.56994,0.09274653288355517
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,88,54.25405389136827,40.884257875457116,59451534668.99543,0.09099045784471604
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,89,54.01206479370225,40.746184733021,59897335806.87315,0.09908127564259805
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,90,54.42385881477352,41.01613015931446,59324140954.90141,0.0852914976947482
XYA,lightgbm,with_limit,XYA_ACTIVE_POWER_JIA,91,53.894301741061824,40.991071768225275,59649511942.636505,0.10300555736114059
