model,station,step,limit_mode,RMSE_sum,RMSE_direct,MAE_sum,MAE_direct,R2_sum,R2_direct
xgboost,XS,1,no_limit,18.487327713090583,20.512076862921827,13.040691833836561,13.98319069724319,0.9713922820390574,0.9647828500546556
xgboost,XS,1,with_limit,18.313980771405454,19.372312018645502,12.971043782934034,13.546883694847391,0.9719262489930557,0.968587836685854
xgboost,XS,2,no_limit,29.184138460994426,31.77756683025827,20.666489181851002,21.89002831693469,0.9287099876045338,0.915476744212445
xgboost,XS,2,with_limit,28.61664152650586,30.610195837337333,20.296794361371845,21.40995151299639,0.9314555552913696,0.9215727201635415
xgboost,XS,3,no_limit,36.77264454772908,39.85165068100194,26.25457927327643,27.7107249835522,0.8868491687288471,0.8671074450753176
xgboost,XS,3,with_limit,36.11615584525547,38.04837190665883,25.932946647669073,26.887799489330266,0.8908531872772951,0.878862061875574
xgboost,XS,4,no_limit,42.92502326093659,45.729729934397795,30.98930775728825,32.34509118391333,0.845819624282113,0.8250131978943629
xgboost,XS,4,with_limit,42.21175243332858,43.87996924712806,30.537183291497044,31.374440654694684,0.8509009809740282,0.8388832657552344
xgboost,XS,5,no_limit,48.045015062428696,50.50250091126699,35.06056948118844,36.034560251050564,0.8068455629256472,0.7865806506188908
xgboost,XS,5,with_limit,47.62385232831157,49.50378699626393,34.79034689665134,35.490021287623115,0.8102171050498432,0.7949381514680607
xgboost,XS,6,no_limit,53.033281053965794,55.75258694265356,38.960526574392645,40.40400512406435,0.764654978898488,0.739901367670982
xgboost,XS,6,with_limit,52.671188764665175,54.63061677980665,38.69258996234406,39.481551213427444,0.7678577112761292,0.7502645305406456
xgboost,XS,7,no_limit,57.981134377925706,60.79183990745271,42.78018706319764,44.05089329510834,0.7186924184051712,0.6907579120274266
xgboost,XS,7,with_limit,57.44469630768362,59.5894823078765,42.49325058063033,43.2461119300394,0.7238736215631518,0.7028694914971675
xgboost,XS,8,no_limit,62.54246917110013,65.19899576711292,46.30216566108374,47.48070847714286,0.67277077287718,0.6443819032170757
xgboost,XS,8,with_limit,62.200354527968386,63.93188008228885,46.209294237536945,46.76230176055829,0.6763409459825326,0.6580701681981742
xgboost,XS,9,no_limit,66.43455849822409,68.73468867045987,49.169235161215106,50.035958677963876,0.630775809806662,0.6047662890440406
xgboost,XS,9,with_limit,65.87269411951969,67.43927605101379,48.815517596847286,49.24974815448276,0.6369947616095124,0.6195234986525349
xgboost,XS,10,no_limit,70.25885677757014,72.72889881148357,52.0031327832184,53.14978555103448,0.587043603034598,0.5574971580990931
xgboost,XS,10,with_limit,69.72195245813471,71.27623679815146,51.56710781891626,52.232300081576355,0.5933309501540118,0.5749974221193453
xgboost,XS,11,no_limit,73.88679158086362,76.25668425802623,54.66311493763547,55.759573794220046,0.5432951148137652,0.513527969680227
xgboost,XS,11,with_limit,73.6086265311382,74.73951637135913,54.38323908311987,54.856408950311994,0.546727398146861,0.5326926553948936
xgboost,XS,12,no_limit,77.69472622552416,81.31843044329229,57.33662250479475,59.21640141819377,0.49500727496681973,0.4468027462884778
